timestamp,trace_id,span_id,parent_span_id,transaction_id,region,service,operation,duration_ms,status,circuit_id
2025-12-01T08:32:17.025144Z,trdeb6f28d60cf,sp26038229a30a,spff096a209048,TX-20251201083217-0000016,west,orchestrator,coordinate,133.86,ok,
2025-12-01T08:32:17.025144Z,trdeb6f28d60cf,sp651426705ab1,sp26038229a30a,TX-20251201083217-0000016,west,worker,apply,167.32,error,
2025-12-01T08:32:17.025144Z,trdeb6f28d60cf,sp68976d18fc46,sp26038229a30a,TX-20251201083217-0000016,west,inventory-client,HTTP POST,322.51,error,CKT-WES-EAS-289
2025-12-01T08:52:35.176060Z,tr80d1bdc90220,sp5a79da2ac994,,TX-20251201085235-0000017,east,api,POST /fiber/txn,276.01,ok,
2025-12-01T08:52:35.176060Z,tr80d1bdc90220,sp3732b60488e0,sp5a79da2ac994,TX-20251201085235-0000017,east,orchestrator,coordinate,110.4,ok,
2025-12-01T08:52:35.176060Z,tr80d1bdc90220,speb4269a86db6,sp3732b60488e0,TX-20251201085235-0000017,east,worker,apply,138.0,ok,
2025-12-01T09:12:12.927857Z,trd2246470384f,sp71828ad9245b,,TX-20251201091212-0000018,west,api,POST /fiber/txn,235.08,ok,
2025-12-01T09:12:12.927857Z,trd2246470384f,sp08565b6cc03d,sp71828ad9245b,TX-20251201091212-0000018,west,orchestrator,coordinate,94.03,ok,
2025-12-01T09:12:12.927857Z,trd2246470384f,sp26bbba951987,sp08565b6cc03d,TX-20251201091212-0000018,west,worker,apply,117.54,ok,
2025-12-01T09:32:05.231565Z,trfc3f34c658d9,sp62f64413ca40,,TX-20251201093205-0000019,central,api,POST /fiber/txn,294.97,ok,
2025-12-01T09:32:05.231565Z,trfc3f34c658d9,spa063fa354667,sp62f64413ca40,TX-20251201093205-0000019,central,orchestrator,coordinate,117.99,ok,
2025-12-01T09:32:05.231565Z,trfc3f34c658d9,spd9edae75bd77,spa063fa354667,TX-20251201093205-0000019,central,worker,apply,147.49,ok,
2025-12-01T09:52:35.909667Z,tr4d88f98f6fbf,sp097a902e23a3,,TX-20251201095235-0000020,west,api,POST /fiber/txn,243.73,ok,
2025-12-01T09:52:35.909667Z,tr4d88f98f6fbf,sp8d4c6961e05e,sp097a902e23a3,TX-20251201095235-0000020,west,orchestrator,coordinate,97.49,ok,
2025-12-01T09:52:35.909667Z,tr4d88f98f6fbf,sp61e1a4dd1dd7,sp8d4c6961e05e,TX-20251201095235-0000020,west,worker,apply,121.86,ok,
2025-12-01T10:13:34.054491Z,tr097278a8c03a,spc33732fae01f,,TX-20251201101334-0000021,west,api,POST /fiber/txn,236.7,ok,
2025-12-01T10:13:34.054491Z,tr097278a8c03a,sp48e91e9d21b5,spc33732fae01f,TX-20251201101334-0000021,west,orchestrator,coordinate,94.68,ok,
2025-12-01T10:13:34.054491Z,tr097278a8c03a,spb9f3cd222405,sp48e91e9d21b5,TX-20251201101334-0000021,west,worker,apply,118.35,ok,
2025-12-01T10:34:50.599535Z,tr2fdc97941357,spd9f688f3ad2c,,TX-20251201103450-0000022,east,api,POST /fiber/txn,272.68,ok,
2025-12-01T10:34:50.599535Z,tr2fdc97941357,sp59ccaa0365a9,spd9f688f3ad2c,TX-20251201103450-0000022,east,orchestrator,coordinate,109.07,ok,
2025-12-01T10:34:50.599535Z,tr2fdc97941357,spf06012c5ffbe,sp59ccaa0365a9,TX-20251201103450-0000022,east,worker,apply,136.34,ok,
2025-12-01T10:55:46.042887Z,trcec3489004c3,spd060e82cb196,,TX-20251201105546-0000023,central,api,POST /fiber/txn,466.91,ok,
2025-12-01T10:55:46.042887Z,trcec3489004c3,spf026fa1e09d9,spd060e82cb196,TX-20251201105546-0000023,central,orchestrator,coordinate,186.76,ok,
2025-12-01T10:55:46.042887Z,trcec3489004c3,sp33848568fd02,spf026fa1e09d9,TX-20251201105546-0000023,central,worker,apply,233.45,ok,
2025-12-01T10:55:46.042887Z,trcec3489004c3,sp1022b0d7d395,spf026fa1e09d9,TX-20251201105546-0000023,central,inventory-client,HTTP POST,513.1,ok,CKT-CEN-EAS-003
2025-12-01T11:16:06.332426Z,tr1adb81ddcb9a,sp18f6b7dd00f1,,TX-20251201111606-0000024,west,api,POST /fiber/txn,302.31,ok,
2025-12-01T11:16:06.332426Z,tr1adb81ddcb9a,sp6327799e3923,sp18f6b7dd00f1,TX-20251201111606-0000024,west,orchestrator,coordinate,120.93,ok,
2025-12-01T11:16:06.332426Z,tr1adb81ddcb9a,sp00196922bcc5,sp6327799e3923,TX-20251201111606-0000024,west,worker,apply,151.16,ok,
2025-12-01T11:38:39.085709Z,trec3f8440cd30,sp45e53af8b254,,TX-20251201113839-0000025,east,api,POST /fiber/txn,329.43,ok,
2025-12-01T11:38:39.085709Z,trec3f8440cd30,sp68b5d0746f48,sp45e53af8b254,TX-20251201113839-0000025,east,orchestrator,coordinate,131.77,ok,
2025-12-01T11:38:39.085709Z,trec3f8440cd30,spb40676a35c8a,sp68b5d0746f48,TX-20251201113839-0000025,east,worker,apply,164.72,ok,
2025-12-01T12:01:10.536443Z,tr71627ce31c23,sp637284765b97,,TX-20251201120110-0000026,east,api,POST /fiber/txn,277.64,ok,
2025-12-01T12:01:10.536443Z,tr71627ce31c23,sp5ed4b47993ec,sp637284765b97,TX-20251201120110-0000026,east,orchestrator,coordinate,111.06,ok,
2025-12-01T12:01:10.536443Z,tr71627ce31c23,sp5d0eefc4b872,sp5ed4b47993ec,TX-20251201120110-0000026,east,worker,apply,138.82,ok,
2025-12-01T12:24:05.019809Z,tr88bc8e044876,sp698f044646f3,,TX-20251201122405-0000027,central,api,POST /fiber/txn,250.86,ok,
2025-12-01T12:24:05.019809Z,tr88bc8e044876,spfbcf1764a75d,sp698f044646f3,TX-20251201122405-0000027,central,orchestrator,coordinate,100.34,ok,
2025-12-01T12:24:05.019809Z,tr88bc8e044876,sp577cda382503,spfbcf1764a75d,TX-20251201122405-0000027,central,worker,apply,125.43,ok,
2025-12-01T12:24:05.019809Z,tr88bc8e044876,sp08ac4882d0b5,spfbcf1764a75d,TX-20251201122405-0000027,central,inventory-client,HTTP POST,424.51,ok,CKT-CEN-EAS-266
2025-12-01T12:49:12.530108Z,tr3be811a5433d,sp5657837182b9,,TX-20251201124912-0000028,east,api,POST /fiber/txn,251.54,ok,
2025-12-01T12:49:12.530108Z,tr3be811a5433d,sp5f6fcc1a86b4,sp5657837182b9,TX-20251201124912-0000028,east,orchestrator,coordinate,100.62,ok,
2025-12-01T12:49:12.530108Z,tr3be811a5433d,spa10833c583f9,sp5f6fcc1a86b4,TX-20251201124912-0000028,east,worker,apply,125.77,ok,
2025-12-01T13:15:40.157114Z,tre1f6ca7321de,spa3a02d820fcf,,TX-20251201131540-0000029,west,api,POST /fiber/txn,365.1,ok,
2025-12-01T13:15:40.157114Z,tre1f6ca7321de,spcf5da8e2c7d2,spa3a02d820fcf,TX-20251201131540-0000029,west,orchestrator,coordinate,146.04,ok,
2025-12-01T13:15:40.157114Z,tre1f6ca7321de,sp6c08b589ac3c,spcf5da8e2c7d2,TX-20251201131540-0000029,west,worker,apply,182.55,ok,
2025-12-01T13:42:33.131464Z,tr9a482bdc0310,sp086f10bc15bf,,TX-20251201134233-0000030,west,api,POST /fiber/txn,261.19,ok,
2025-12-01T13:42:33.131464Z,tr9a482bdc0310,sp42fad1d2bcc5,sp086f10bc15bf,TX-20251201134233-0000030,west,orchestrator,coordinate,104.48,ok,
2025-12-01T13:42:33.131464Z,tr9a482bdc0310,sp6db9318d33a8,sp42fad1d2bcc5,TX-20251201134233-0000030,west,worker,apply,130.59,ok,
2025-12-01T14:12:04.494852Z,trd24987638f19,spcd8ba2195a1f,,TX-20251201141204-0000031,central,api,POST /fiber/txn,314.81,ok,
2025-12-01T14:12:04.494852Z,trd24987638f19,spb34a0b0ff80c,spcd8ba2195a1f,TX-20251201141204-0000031,central,orchestrator,coordinate,125.92,ok,
2025-12-01T14:12:04.494852Z,trd24987638f19,spc599040659dc,spb34a0b0ff80c,TX-20251201141204-0000031,central,worker,apply,157.4,ok,
2025-12-01T14:45:01.935862Z,tr725166e97fba,sp2b96dfe28d02,,TX-20251201144501-0000032,central,api,POST /fiber/txn,297.18,ok,
2025-12-01T14:45:01.935862Z,tr725166e97fba,sp1af3e3f37dd4,sp2b96dfe28d02,TX-20251201144501-0000032,central,orchestrator,coordinate,118.87,ok,
2025-12-01T14:45:01.935862Z,tr725166e97fba,spcc4208b96a23,sp1af3e3f37dd4,TX-20251201144501-0000032,central,worker,apply,148.59,ok,
2025-12-01T15:22:45.442392Z,tr7e6fa4cd13b0,spce89095fd740,,TX-20251201152245-0000033,east,api,POST /fiber/txn,284.6,ok,
2025-12-01T15:22:45.442392Z,tr7e6fa4cd13b0,spa665b9de527c,spce89095fd740,TX-20251201152245-0000033,east,orchestrator,coordinate,113.84,ok,
2025-12-01T15:22:45.442392Z,tr7e6fa4cd13b0,sp145455f9b82c,spa665b9de527c,TX-20251201152245-0000033,east,worker,apply,142.3,ok,
2025-12-01T16:05:40.515086Z,trafa398d092f3,sp1543f21d12a7,,TX-20251201160540-0000034,central,api,POST /fiber/txn,482.2,ok,
2025-12-01T16:05:40.515086Z,trafa398d092f3,sp8c5f0ca41604,sp1543f21d12a7,TX-20251201160540-0000034,central,orchestrator,coordinate,192.88,ok,
2025-12-01T16:05:40.515086Z,trafa398d092f3,spbe757fc6dc90,sp8c5f0ca41604,TX-20251201160540-0000034,central,worker,apply,241.1,ok,
2025-12-01T16:05:40.515086Z,trafa398d092f3,sp898242dd5faf,sp8c5f0ca41604,TX-20251201160540-0000034,central,inventory-client,HTTP POST,525.34,ok,CKT-CEN-EAS-003
2025-12-01T17:00:44.769776Z,tr98d7186abbec,spb7f109c9a4d1,,TX-20251201170044-0000035,central,api,POST /fiber/txn,267.29,ok,
2025-12-01T17:00:44.769776Z,tr98d7186abbec,sp6baa04fe8087,spb7f109c9a4d1,TX-20251201170044-0000035,central,orchestrator,coordinate,106.92,ok,
2025-12-01T17:00:44.769776Z,tr98d7186abbec,spe551caca627d,sp6baa04fe8087,TX-20251201170044-0000035,central,worker,apply,133.65,ok,
2025-12-01T18:17:34.404283Z,trdef5b6d28674,spe7ada6fc18e3,,TX-20251201181734-0000036,east,api,POST /fiber/txn,247.32,ok,
2025-12-01T18:17:34.404283Z,trdef5b6d28674,sp1663016fed2e,spe7ada6fc18e3,TX-20251201181734-0000036,east,orchestrator,coordinate,98.93,ok,
2025-12-01T18:17:34.404283Z,trdef5b6d28674,spd0da56d07be8,sp1663016fed2e,TX-20251201181734-0000036,east,worker,apply,123.66,ok,
2025-12-01T19:58:28.697348Z,tr1e56ce3a845a,spa87dea336b5d,,TX-20251201195828-0000037,east,api,POST /fiber/txn,314.21,ok,
2025-12-01T19:58:28.697348Z,tr1e56ce3a845a,sp6d00f3e7f6c9,spa87dea336b5d,TX-20251201195828-0000037,east,orchestrator,coordinate,125.68,ok,
2025-12-01T19:58:28.697348Z,tr1e56ce3a845a,spc645195883d3,sp6d00f3e7f6c9,TX-20251201195828-0000037,east,worker,apply,157.1,ok,
2025-12-01T21:39:23.648297Z,tr671a1ad0bbbd,sp49db96562fea,,TX-20251201213923-0000038,east,api,POST /fiber/txn,487.59,ok,
2025-12-01T21:39:23.648297Z,tr671a1ad0bbbd,sp945dfca30da3,sp49db96562fea,TX-20251201213923-0000038,east,orchestrator,coordinate,195.03,ok,
2025-12-01T21:39:23.648297Z,tr671a1ad0bbbd,spba3d09050139,sp945dfca30da3,TX-20251201213923-0000038,east,worker,apply,243.79,ok,
2025-12-01T23:20:00.455178Z,tr47bda1e4b1b3,spba60c76596e2,,TX-20251201232000-0000039,central,api,POST /fiber/txn,251.49,ok,
2025-12-01T23:20:00.455178Z,tr47bda1e4b1b3,sp2d13c8b1f43f,spba60c76596e2,TX-20251201232000-0000039,central,orchestrator,coordinate,100.6,ok,
2025-12-01T23:20:00.455178Z,tr47bda1e4b1b3,sp321991b42a5b,sp2d13c8b1f43f,TX-20251201232000-0000039,central,worker,apply,125.74,ok,
2025-12-02T00:45:19.544260Z,tr682e9080c33a,sp12f482493bab,,TX-20251202004519-0000040,central,api,POST /fiber/txn,295.4,ok,
2025-12-02T00:45:19.544260Z,tr682e9080c33a,spe55332678ab2,sp12f482493bab,TX-20251202004519-0000040,central,orchestrator,coordinate,118.16,ok,
2025-12-02T00:45:19.544260Z,tr682e9080c33a,spc3aca5597665,spe55332678ab2,TX-20251202004519-0000040,central,worker,apply,147.7,ok,
2025-12-02T01:42:36.716270Z,tr64c1ce047f39,sp94286e6363ef,,TX-20251202014236-0000041,east,api,POST /fiber/txn,409.27,ok,
2025-12-02T01:42:36.716270Z,tr64c1ce047f39,sp69b9a4e52429,sp94286e6363ef,TX-20251202014236-0000041,east,orchestrator,coordinate,163.71,ok,
2025-12-02T01:42:36.716270Z,tr64c1ce047f39,spb2c893f183fa,sp69b9a4e52429,TX-20251202014236-0000041,east,worker,apply,204.64,ok,
2025-12-02T02:28:46.293554Z,trd271e291b122,spd84c87ee61e1,,TX-20251202022846-0000042,east,api,POST /fiber/txn,289.49,ok,
2025-12-02T02:28:46.293554Z,trd271e291b122,sp9448d6638811,spd84c87ee61e1,TX-20251202022846-0000042,east,orchestrator,coordinate,115.79,ok,
2025-12-02T02:28:46.293554Z,trd271e291b122,spbb9d084a9abd,sp9448d6638811,TX-20251202022846-0000042,east,worker,apply,144.74,ok,
2025-12-02T03:06:13.188979Z,trea22273ee05e,sp85b7ba19a916,,TX-20251202030613-0000043,east,api,POST /fiber/txn,236.29,error,
2025-12-02T03:06:13.188979Z,trea22273ee05e,sp4742f4cc7fd9,sp85b7ba19a916,TX-20251202030613-0000043,east,orchestrator,coordinate,94.51,ok,
2025-12-02T03:06:13.188979Z,trea22273ee05e,sp87d9324d5437,sp4742f4cc7fd9,TX-20251202030613-0000043,east,worker,apply,118.14,error,
2025-12-02T03:40:05.082304Z,tr8b8cce825fc4,spc4b8de0a9035,,TX-20251202034005-0000044,east,api,POST /fiber/txn,370.99,error,
2025-12-02T03:40:05.082304Z,tr8b8cce825fc4,spf6fbe799bf7d,spc4b8de0a9035,TX-20251202034005-0000044,east,orchestrator,coordinate,148.4,ok,
2025-12-02T03:40:05.082304Z,tr8b8cce825fc4,sp4234f0e34718,spf6fbe799bf7d,TX-20251202034005-0000044,east,worker,apply,185.49,error,
2025-12-02T04:11:09.058195Z,trdf56e3c724af,spbf2897c80f15,,TX-20251202041109-0000045,central,api,POST /fiber/txn,297.97,ok,
2025-12-02T04:11:09.058195Z,trdf56e3c724af,sp7351a9ba8609,spbf2897c80f15,TX-20251202041109-0000045,central,orchestrator,coordinate,119.19,ok,
2025-12-02T04:11:09.058195Z,trdf56e3c724af,spdd56f9f11b72,sp7351a9ba8609,TX-20251202041109-0000045,central,worker,apply,148.99,ok,
2025-12-02T04:39:50.650842Z,tre7fc0839802a,spc490d62d6752,,TX-20251202043950-0000046,central,api,POST /fiber/txn,447.33,ok,
2025-12-02T04:39:50.650842Z,tre7fc0839802a,sp838ba5331a65,spc490d62d6752,TX-20251202043950-0000046,central,orchestrator,coordinate,178.93,ok,
2025-12-02T04:39:50.650842Z,tre7fc0839802a,sp76f0be725507,sp838ba5331a65,TX-20251202043950-0000046,central,worker,apply,223.67,ok,
2025-12-02T04:39:50.650842Z,tre7fc0839802a,sp101b8652498e,sp838ba5331a65,TX-20251202043950-0000046,central,inventory-client,HTTP POST,561.83,ok,CKT-CEN-EAS-003
2025-12-02T05:06:11.890658Z,trc15a0e51d78e,spa4ca838199e5,,TX-20251202050611-0000047,central,api,POST /fiber/txn,342.82,ok,
2025-12-02T05:06:11.890658Z,trc15a0e51d78e,spafeaf14fc3da,spa4ca838199e5,TX-20251202050611-0000047,central,orchestrator,coordinate,137.13,ok,
2025-12-02T05:06:11.890658Z,trc15a0e51d78e,spaf158c6fddd1,spafeaf14fc3da,TX-20251202050611-0000047,central,worker,apply,171.41,ok,
2025-12-02T05:06:11.890658Z,trc15a0e51d78e,sp5b02b779f9cc,spafeaf14fc3da,TX-20251202050611-0000047,central,inventory-client,HTTP POST,433.52,ok,CKT-CEN-EAS-003
2025-12-02T05:30:53.180196Z,tr28c588f05f37,spf92b119721ae,,TX-20251202053053-0000048,east,api,POST /fiber/txn,400.57,ok,
2025-12-02T05:30:53.180196Z,tr28c588f05f37,sp6e79c6799302,spf92b119721ae,TX-20251202053053-0000048,east,orchestrator,coordinate,160.23,ok,
2025-12-02T05:30:53.180196Z,tr28c588f05f37,sp8b06d60c708c,sp6e79c6799302,TX-20251202053053-0000048,east,worker,apply,200.29,ok,
2025-12-02T05:54:19.820236Z,tra5436f7b5695,spbc0d8f3b6658,,TX-20251202055419-0000049,central,api,POST /fiber/txn,359.23,ok,
2025-12-02T05:54:19.820236Z,tra5436f7b5695,spee091ffcad0f,spbc0d8f3b6658,TX-20251202055419-0000049,central,orchestrator,coordinate,143.69,ok,
2025-12-02T05:54:19.820236Z,tra5436f7b5695,spf5629c707146,spee091ffcad0f,TX-20251202055419-0000049,central,worker,apply,179.62,ok,
2025-12-02T05:54:19.820236Z,tra5436f7b5695,sp29717bed60e8,spee091ffcad0f,TX-20251202055419-0000049,central,inventory-client,HTTP POST,627.77,ok,CKT-CEN-EAS-003
2025-12-02T06:18:30.674719Z,trc3ce72a40c19,sp898cf89debed,,TX-20251202061830-0000050,east,api,POST /fiber/txn,297.68,ok,
2025-12-02T06:18:30.674719Z,trc3ce72a40c19,spbd0e3a70afdc,sp898cf89debed,TX-20251202061830-0000050,east,orchestrator,coordinate,119.07,ok,
2025-12-02T06:18:30.674719Z,trc3ce72a40c19,spf993546b795f,spbd0e3a70afdc,TX-20251202061830-0000050,east,worker,apply,148.84,ok,
2025-12-02T06:39:45.735023Z,tr49d5f981cd4a,spa78c57b447d8,,TX-20251202063945-0000051,central,api,POST /fiber/txn,268.03,ok,
2025-12-02T06:39:45.735023Z,tr49d5f981cd4a,spf820efd8c080,spa78c57b447d8,TX-20251202063945-0000051,central,orchestrator,coordinate,107.21,ok,
2025-12-02T06:39:45.735023Z,tr49d5f981cd4a,sp15feeb9fa6f1,spf820efd8c080,TX-20251202063945-0000051,central,worker,apply,134.01,ok,
2025-12-02T07:01:14.451207Z,tr31318d4b31c7,spc3f3d542fa01,,TX-20251202070114-0000052,central,api,POST /fiber/txn,432.45,ok,
2025-12-02T07:01:14.451207Z,tr31318d4b31c7,sp205ea9a23b29,spc3f3d542fa01,TX-20251202070114-0000052,central,orchestrator,coordinate,172.98,ok,
2025-12-02T07:01:14.451207Z,tr31318d4b31c7,sp128286cc7f7f,sp205ea9a23b29,TX-20251202070114-0000052,central,worker,apply,216.23,ok,
2025-12-02T07:01:14.451207Z,tr31318d4b31c7,sp9ff2a3f960b1,sp205ea9a23b29,TX-20251202070114-0000052,central,inventory-client,HTTP POST,424.81,ok,CKT-CEN-EAS-003
2025-12-02T07:22:15.266068Z,tr7940be3d483b,sp7291790f3185,,TX-20251202072215-0000053,central,api,POST /fiber/txn,316.06,ok,
2025-12-02T07:22:15.266068Z,tr7940be3d483b,spd3ba080eece0,sp7291790f3185,TX-20251202072215-0000053,central,orchestrator,coordinate,126.42,ok,
