timestamp,region,cluster,service,host,level,transaction_id,trace_id,span_id,customer_id,transaction_type,event,dependency_region,dependency_service,dependency_latency_ms,end_to_end_latency_ms,http_status,error_code,circuit_id,message
2025-12-01T02:45:05.902306Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host19,INFO,TX-20251201024505-0000002,trf721245568a8,sp74a5ec7ee17d,CUST-81716564,diagnostic_ping,received,,,,,,,,request received
2025-12-01T02:45:06.450296Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host19,INFO,TX-20251201024505-0000002,trf721245568a8,spce139b0afb95,CUST-81716564,diagnostic_ping,queued,,,,,,,,queued for orchestrator
2025-12-01T02:45:06.078218Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host19,INFO,TX-20251201024505-0000002,trf721245568a8,sp748f1db9d9ca,CUST-81716564,diagnostic_ping,orchestrated,,,,,,,,routing transaction
2025-12-01T02:45:06.356413Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host19,INFO,TX-20251201024505-0000002,trf721245568a8,sp81cdd8adcfcc,CUST-81716564,diagnostic_ping,worker_progress,,,,,,,,worker progressing
2025-12-01T02:45:06.164418Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host19,INFO,TX-20251201024505-0000002,trf721245568a8,sp5568381b9496,CUST-81716564,diagnostic_ping,completed,,,,262.11,200,,,success
2025-12-01T03:22:10.029686Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host36,INFO,TX-20251201032209-0000003,tr98fa36a1009a,spcb24b173d210,CUST-60771515,diagnostic_ping,received,,,,,,,,request received
2025-12-01T03:22:10.972721Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host36,INFO,TX-20251201032209-0000003,tr98fa36a1009a,sp0307f6eada7c,CUST-60771515,diagnostic_ping,queued,,,,,,,,queued for orchestrator
2025-12-01T03:22:10.156862Z,west,fibersqs-prod-west,orchestrator,fibersqs-prod-west-host36,INFO,TX-20251201032209-0000003,tr98fa36a1009a,spa1b493f48067,CUST-60771515,diagnostic_ping,orchestrated,,,,,,,,routing transaction
2025-12-01T03:22:10.410083Z,west,fibersqs-prod-west,worker,fibersqs-prod-west-host36,INFO,TX-20251201032209-0000003,tr98fa36a1009a,spdacaacfa6b27,CUST-60771515,diagnostic_ping,worker_progress,,,,,,,,worker progressing
2025-12-01T03:22:10.288773Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host36,INFO,TX-20251201032209-0000003,tr98fa36a1009a,spac84e88ad33f,CUST-60771515,diagnostic_ping,completed,,,,259.09,200,,,success
2025-12-01T03:54:48.307802Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,sp7668365f9e4f,CUST-19518233,modify_service_profile,received,east,inventory-client,,,,,CKT-CEN-EAS-003,request received
2025-12-01T03:54:48.709542Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,specb867fabc94,CUST-19518233,modify_service_profile,queued,east,inventory-client,,,,,CKT-CEN-EAS-003,queued for orchestrator
2025-12-01T03:54:48.372459Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,sp9c9f4da58dd1,CUST-19518233,modify_service_profile,orchestrated,east,inventory-client,,,,,CKT-CEN-EAS-003,routing transaction
2025-12-01T03:54:48.564651Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,sp97563cf92647,CUST-19518233,modify_service_profile,dependency_call,east,inventory-client,424,,,,CKT-CEN-EAS-003,dependency call
2025-12-01T03:54:48.989373Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,spc8b6463781e3,CUST-19518233,modify_service_profile,worker_progress,east,inventory-client,,,,,CKT-CEN-EAS-003,worker progressing
2025-12-01T03:54:48.668929Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host05,INFO,TX-20251201035448-0000004,tr2009bff43a25,spf51d90fcbc22,CUST-19518233,modify_service_profile,completed,east,inventory-client,430,361.13,200,,CKT-CEN-EAS-003,success
2025-12-01T04:23:20.361149Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host11,INFO,TX-20251201042320-0000005,trd01b44488cc5,sp0bb93fbdba19,CUST-96763552,provision_fiber_sqs,received,east,inventory-client,,,,,CKT-CEN-EAS-003,request received
2025-12-01T04:23:20.909944Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host11,INFO,TX-20251201042320-0000005,trd01b44488cc5,sp09a41a763225,CUST-96763552,provision_fiber_sqs,queued,east,inventory-client,,,,,CKT-CEN-EAS-003,queued for orchestrator
2025-12-01T04:23:21.144126Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host11,INFO,TX-20251201042320-0000005,trd01b44488cc5,spa81d7baa1af6,CUST-96763552,provision_fiber_sqs,orchestrated,east,inventory-client,,,,,CKT-CEN-EAS-003,routing transaction
2025-12-01T04:23:22.054415Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host11,INFO,TX-20251201042320-0000005,trd01b44488cc5,sp3ff56eca645f,CUST-96763552,provision_fiber_sqs,dependency_call,east,inventory-client,578,,,,CKT-CEN-EAS-003,dependency call
2025-12-01T04:23:22.632743Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host11,INFO,TX-20251201042320-0000005,trd01b44488cc5,spe436d6582afe,CUST-96763552,provision_fiber_sqs,worker_progress,east,inventory-client,,,,,CKT-CEN-EAS-003,worker progressing
2025-12-01T04:23:20.736382Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host11,ERROR,TX-20251201042320-0000005,trd01b44488cc5,sp2dc655425a51,CUST-96763552,provision_fiber_sqs,timeout,east,inventory-client,558,375.23,504,DEP_TIMEOUT,CKT-CEN-EAS-003,timeout
2025-12-01T04:23:20.741382Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host11,WARN,TX-20251201042320-0000005,trd01b44488cc5,sp7ff452e74f48,CUST-96763552,provision_fiber_sqs,retry,east,inventory-client,,,,,CKT-CEN-EAS-003,queued for manual retry
2025-12-01T04:50:41.837558Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host27,INFO,TX-20251201045042-0000006,trc548d61fcbc5,spb8b33a87a8ff,CUST-26541515,provision_fiber_sqs,received,,,,,,,,request received
2025-12-01T04:50:42.188104Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host27,INFO,TX-20251201045042-0000006,trc548d61fcbc5,sp32c057efcc22,CUST-26541515,provision_fiber_sqs,queued,,,,,,,,queued for orchestrator
2025-12-01T04:50:42.767850Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host27,INFO,TX-20251201045042-0000006,trc548d61fcbc5,sp5e5e997106af,CUST-26541515,provision_fiber_sqs,orchestrated,,,,,,,,routing transaction
2025-12-01T04:50:43.290298Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host27,INFO,TX-20251201045042-0000006,trc548d61fcbc5,spa542d42ac0ae,CUST-26541515,provision_fiber_sqs,worker_progress,,,,,,,,worker progressing
2025-12-01T04:50:42.340602Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host27,INFO,TX-20251201045042-0000006,trc548d61fcbc5,sp8b29aa03ad78,CUST-26541515,provision_fiber_sqs,completed,,,,503.04,200,,,success
2025-12-01T05:16:44.646609Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,spf117a095dd2a,CUST-68891124,provision_fiber_sqs,received,east,inventory-client,,,,,CKT-CEN-EAS-003,request received
2025-12-01T05:16:45.516362Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,sp1f31fd9ffd7f,CUST-68891124,provision_fiber_sqs,queued,east,inventory-client,,,,,CKT-CEN-EAS-003,queued for orchestrator
2025-12-01T05:16:45.091640Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,sp60ea57f82645,CUST-68891124,provision_fiber_sqs,orchestrated,east,inventory-client,,,,,CKT-CEN-EAS-003,routing transaction
2025-12-01T05:16:45.969839Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,spfd7dd55bfa5e,CUST-68891124,provision_fiber_sqs,dependency_call,east,inventory-client,533,,,,CKT-CEN-EAS-003,dependency call
2025-12-01T05:16:46.503271Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,sp50378d9eaed2,CUST-68891124,provision_fiber_sqs,worker_progress,east,inventory-client,,,,,CKT-CEN-EAS-003,worker progressing
2025-12-01T05:16:45.057604Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host02,INFO,TX-20251201051644-0000007,tr007865946898,sp033146103dce,CUST-68891124,provision_fiber_sqs,completed,east,inventory-client,622,410.99,200,,CKT-CEN-EAS-003,success
2025-12-01T05:40:27.167129Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host45,INFO,TX-20251201054026-0000008,trf3cc6086ed95,spd421c0897410,CUST-86694028,cancel_subscription,received,,,,,,,,request received
2025-12-01T05:40:27.795486Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host45,INFO,TX-20251201054026-0000008,trf3cc6086ed95,spef1b3058f54f,CUST-86694028,cancel_subscription,queued,,,,,,,,queued for orchestrator
2025-12-01T05:40:27.581213Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host45,INFO,TX-20251201054026-0000008,trf3cc6086ed95,sp13ebac7da379,CUST-86694028,cancel_subscription,orchestrated,,,,,,,,routing transaction
2025-12-01T05:40:28.183821Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host45,INFO,TX-20251201054026-0000008,trf3cc6086ed95,spc9427264d393,CUST-86694028,cancel_subscription,worker_progress,,,,,,,,worker progressing
2025-12-01T05:40:27.466039Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host45,INFO,TX-20251201054026-0000008,trf3cc6086ed95,sp38df47ad6d55,CUST-86694028,cancel_subscription,completed,,,,298.91,200,,,success
2025-12-01T06:03:15.893995Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host30,INFO,TX-20251201060315-0000009,tr94e8f5e183d2,sp58e0b4db54a2,CUST-83047563,service_health_check,received,,,,,,,,request received
2025-12-01T06:03:16.411700Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host30,INFO,TX-20251201060315-0000009,tr94e8f5e183d2,spd7498d027df8,CUST-83047563,service_health_check,queued,,,,,,,,queued for orchestrator
2025-12-01T06:03:16.672488Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host30,INFO,TX-20251201060315-0000009,tr94e8f5e183d2,sp6cf8eb73a25e,CUST-83047563,service_health_check,orchestrated,,,,,,,,routing transaction
2025-12-01T06:03:17.663191Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host30,INFO,TX-20251201060315-0000009,tr94e8f5e183d2,spdf14ffdc777e,CUST-83047563,service_health_check,worker_progress,,,,,,,,worker progressing
2025-12-01T06:03:16.191561Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host30,ERROR,TX-20251201060315-0000009,tr94e8f5e183d2,sp9d83cca16208,CUST-83047563,service_health_check,timeout,,,,297.57,504,ORCH_TIMEOUT,,timeout
2025-12-01T06:03:16.196561Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host30,WARN,TX-20251201060315-0000009,tr94e8f5e183d2,sp25731f78080d,CUST-83047563,service_health_check,retry,,,,,,,,queued for manual retry
2025-12-01T06:26:24.417938Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host01,INFO,TX-20251201062623-0000010,tra7870cad7862,spa1248c02db83,CUST-91926713,modify_service_profile,received,,,,,,,,request received
2025-12-01T06:26:25.257580Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host01,INFO,TX-20251201062623-0000010,tra7870cad7862,sp78e2db5ac1f1,CUST-91926713,modify_service_profile,queued,,,,,,,,queued for orchestrator
2025-12-01T06:26:24.989530Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host01,INFO,TX-20251201062623-0000010,tra7870cad7862,spd930b3b98197,CUST-91926713,modify_service_profile,orchestrated,,,,,,,,routing transaction
2025-12-01T06:26:25.680676Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host01,INFO,TX-20251201062623-0000010,tra7870cad7862,spa9d2c8b382f3,CUST-91926713,modify_service_profile,worker_progress,,,,,,,,worker progressing
2025-12-01T06:26:24.781764Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host01,INFO,TX-20251201062623-0000010,tra7870cad7862,sp20ae12e0a6a2,CUST-91926713,modify_service_profile,completed,,,,363.83,200,,,success
2025-12-01T06:48:41.057963Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host44,INFO,TX-20251201064840-0000011,trea83537c7fec,sp46b77b1d3134,CUST-92299486,diagnostic_ping,received,,,,,,,,request received
2025-12-01T06:48:41.563967Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host44,INFO,TX-20251201064840-0000011,trea83537c7fec,spf8af87873265,CUST-92299486,diagnostic_ping,queued,,,,,,,,queued for orchestrator
2025-12-01T06:48:41.971149Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host44,INFO,TX-20251201064840-0000011,trea83537c7fec,spabad0c41fb6e,CUST-92299486,diagnostic_ping,orchestrated,,,,,,,,routing transaction
2025-12-01T06:48:43.015706Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host44,INFO,TX-20251201064840-0000011,trea83537c7fec,spc44fe55a9333,CUST-92299486,diagnostic_ping,worker_progress,,,,,,,,worker progressing
2025-12-01T06:48:41.390988Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host44,INFO,TX-20251201064840-0000011,trea83537c7fec,sp9f3b305ab996,CUST-92299486,diagnostic_ping,completed,,,,333.03,200,,,success
2025-12-01T07:09:40.224673Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp3fc9482985e5,CUST-27445467,modify_service_profile,received,east,inventory-client,,,,,CKT-CEN-EAS-003,request received
2025-12-01T07:09:40.243280Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp376f4b41f837,CUST-27445467,modify_service_profile,queued,east,inventory-client,,,,,CKT-CEN-EAS-003,queued for orchestrator
2025-12-01T07:09:41.230011Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp53157f412e6e,CUST-27445467,modify_service_profile,orchestrated,east,inventory-client,,,,,CKT-CEN-EAS-003,routing transaction
2025-12-01T07:09:41.822138Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp354ba6025bbd,CUST-27445467,modify_service_profile,dependency_call,east,inventory-client,418,,,,CKT-CEN-EAS-003,dependency call
2025-12-01T07:09:42.240275Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp854077e482b1,CUST-27445467,modify_service_profile,worker_progress,east,inventory-client,,,,,CKT-CEN-EAS-003,worker progressing
2025-12-01T07:09:40.644616Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host35,INFO,TX-20251201070939-0000012,tr2e90114183d2,sp0af2c4288be3,CUST-27445467,modify_service_profile,completed,east,inventory-client,433,419.94,200,,CKT-CEN-EAS-003,success
2025-12-01T07:30:42.992787Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host38,INFO,TX-20251201073042-0000013,tr853416d112fb,sp7bf4c1524420,CUST-19701823,update_billing,received,,,,,,,,request received
2025-12-01T07:30:43.664960Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host38,INFO,TX-20251201073042-0000013,tr853416d112fb,sp0db2b469942a,CUST-19701823,update_billing,queued,,,,,,,,queued for orchestrator
2025-12-01T07:30:43.955166Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host38,INFO,TX-20251201073042-0000013,tr853416d112fb,sp3958651ecf6c,CUST-19701823,update_billing,orchestrated,,,,,,,,routing transaction
2025-12-01T07:30:44.654195Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host38,INFO,TX-20251201073042-0000013,tr853416d112fb,sp90b49417a216,CUST-19701823,update_billing,worker_progress,,,,,,,,worker progressing
2025-12-01T07:30:43.251808Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host38,INFO,TX-20251201073042-0000013,tr853416d112fb,spbaf5787d8968,CUST-19701823,update_billing,completed,,,,259.02,202,,,retry
2025-12-01T07:51:20.124430Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host17,INFO,TX-20251201075119-0000014,trf34e0956bca3,spa20671f3aab8,CUST-88401986,firmware_update,received,,,,,,,,request received
2025-12-01T07:51:20.812627Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host17,INFO,TX-20251201075119-0000014,trf34e0956bca3,spe4a47c22ebb7,CUST-88401986,firmware_update,queued,,,,,,,,queued for orchestrator
2025-12-01T07:51:20.833484Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host17,INFO,TX-20251201075119-0000014,trf34e0956bca3,sp57c07b6dec34,CUST-88401986,firmware_update,orchestrated,,,,,,,,routing transaction
2025-12-01T07:51:21.328041Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host17,INFO,TX-20251201075119-0000014,trf34e0956bca3,sp46c55b734f8f,CUST-88401986,firmware_update,worker_progress,,,,,,,,worker progressing
2025-12-01T07:51:20.362583Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host17,INFO,TX-20251201075119-0000014,trf34e0956bca3,sp31b369166681,CUST-88401986,firmware_update,completed,,,,238.15,200,,,success
2025-12-01T08:12:48.366061Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host24,INFO,TX-20251201081248-0000015,tr87abbc9ea504,sp378c231b7fc0,CUST-87256262,diagnostic_ping,received,,,,,,,,request received
2025-12-01T08:12:48.537525Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host24,INFO,TX-20251201081248-0000015,tr87abbc9ea504,sp24d64fd54d26,CUST-87256262,diagnostic_ping,queued,,,,,,,,queued for orchestrator
2025-12-01T08:12:48.407370Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host24,INFO,TX-20251201081248-0000015,tr87abbc9ea504,sp08429c64ffcf,CUST-87256262,diagnostic_ping,orchestrated,,,,,,,,routing transaction
2025-12-01T08:12:49.408877Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host24,INFO,TX-20251201081248-0000015,tr87abbc9ea504,spd57337a298d2,CUST-87256262,diagnostic_ping,worker_progress,,,,,,,,worker progressing
2025-12-01T08:12:48.614828Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host24,INFO,TX-20251201081248-0000015,tr87abbc9ea504,sp3e813a45ca9f,CUST-87256262,diagnostic_ping,completed,,,,248.77,200,,,success
2025-12-01T08:32:17.508144Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host11,INFO,TX-20251201083217-0000016,trdeb6f28d60cf,sp77a80bd56353,CUST-41570925,update_billing,received,east,inventory-client,,,,,CKT-WES-EAS-289,request received
2025-12-01T08:32:18.244198Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host11,INFO,TX-20251201083217-0000016,trdeb6f28d60cf,sp6887049e2ec6,CUST-41570925,update_billing,queued,east,inventory-client,,,,,CKT-WES-EAS-289,queued for orchestrator
2025-12-01T08:32:18.470818Z,west,fibersqs-prod-west,orchestrator,fibersqs-prod-west-host11,INFO,TX-20251201083217-0000016,trdeb6f28d60cf,sp19173c5f0e99,CUST-41570925,update_billing,orchestrated,east,inventory-client,,,,,CKT-WES-EAS-289,routing transaction
2025-12-01T08:32:19.374121Z,west,fibersqs-prod-west,orchestrator,fibersqs-prod-west-host11,INFO,TX-20251201083217-0000016,trdeb6f28d60cf,spddb0004195c7,CUST-41570925,update_billing,dependency_call,east,inventory-client,337,,,,CKT-WES-EAS-289,dependency call
2025-12-01T08:32:19.711255Z,west,fibersqs-prod-west,worker,fibersqs-prod-west-host11,INFO,TX-20251201083217-0000016,trdeb6f28d60cf,sp311ff83f3346,CUST-41570925,update_billing,worker_progress,east,inventory-client,,,,,CKT-WES-EAS-289,worker progressing
2025-12-01T08:32:17.842787Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host11,ERROR,TX-20251201083217-0000016,trdeb6f28d60cf,spf8bbcb7ff4d8,CUST-41570925,update_billing,timeout,east,inventory-client,322,334.64,504,DEP_TIMEOUT,CKT-WES-EAS-289,timeout
2025-12-01T08:32:17.847787Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host11,WARN,TX-20251201083217-0000016,trdeb6f28d60cf,sp4c825120f265,CUST-41570925,update_billing,retry,east,inventory-client,,,,,CKT-WES-EAS-289,queued for manual retry
2025-12-01T08:52:35.443060Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host33,INFO,TX-20251201085235-0000017,tr80d1bdc90220,spebf226332585,CUST-31873629,service_health_check,received,,,,,,,,request received
2025-12-01T08:52:36.090846Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host33,INFO,TX-20251201085235-0000017,tr80d1bdc90220,sp1882d85c6482,CUST-31873629,service_health_check,queued,,,,,,,,queued for orchestrator
2025-12-01T08:52:36.324189Z,east,fibersqs-prod-east,orchestrator,fibersqs-prod-east-host33,INFO,TX-20251201085235-0000017,tr80d1bdc90220,sp8652ae713dc4,CUST-31873629,service_health_check,orchestrated,,,,,,,,routing transaction
2025-12-01T08:52:37.379049Z,east,fibersqs-prod-east,worker,fibersqs-prod-east-host33,INFO,TX-20251201085235-0000017,tr80d1bdc90220,spc20aad1a8d3c,CUST-31873629,service_health_check,worker_progress,,,,,,,,worker progressing
2025-12-01T08:52:35.719069Z,east,fibersqs-prod-east,api,fibersqs-prod-east-host33,INFO,TX-20251201085235-0000017,tr80d1bdc90220,sp8738079c47cc,CUST-31873629,service_health_check,completed,,,,276.01,200,,,success
2025-12-01T09:12:12.430857Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host41,INFO,TX-20251201091212-0000018,trd2246470384f,sp532cc29ea1fa,CUST-63942720,service_health_check,received,,,,,,,,request received
2025-12-01T09:12:13.027663Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host41,INFO,TX-20251201091212-0000018,trd2246470384f,spda5b23b9641b,CUST-63942720,service_health_check,queued,,,,,,,,queued for orchestrator
2025-12-01T09:12:12.828964Z,west,fibersqs-prod-west,orchestrator,fibersqs-prod-west-host41,INFO,TX-20251201091212-0000018,trd2246470384f,sp08c999b39e29,CUST-63942720,service_health_check,orchestrated,,,,,,,,routing transaction
2025-12-01T09:12:13.461275Z,west,fibersqs-prod-west,worker,fibersqs-prod-west-host41,INFO,TX-20251201091212-0000018,trd2246470384f,sp5319afd749a5,CUST-63942720,service_health_check,worker_progress,,,,,,,,worker progressing
2025-12-01T09:12:12.665940Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host41,INFO,TX-20251201091212-0000018,trd2246470384f,sp7a588769fe73,CUST-63942720,service_health_check,completed,,,,235.08,200,,,success
2025-12-01T09:32:05.538565Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host30,INFO,TX-20251201093205-0000019,trfc3f34c658d9,sp00d965b933a8,CUST-49493268,update_billing,received,,,,,,,,request received
2025-12-01T09:32:06.204419Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host30,INFO,TX-20251201093205-0000019,trfc3f34c658d9,spd93e1f3e3886,CUST-49493268,update_billing,queued,,,,,,,,queued for orchestrator
2025-12-01T09:32:05.803023Z,central,fibersqs-prod-central,orchestrator,fibersqs-prod-central-host30,INFO,TX-20251201093205-0000019,trfc3f34c658d9,sp306a24e14dc4,CUST-49493268,update_billing,orchestrated,,,,,,,,routing transaction
2025-12-01T09:32:06.280430Z,central,fibersqs-prod-central,worker,fibersqs-prod-central-host30,INFO,TX-20251201093205-0000019,trfc3f34c658d9,spf18398e12c84,CUST-49493268,update_billing,worker_progress,,,,,,,,worker progressing
2025-12-01T09:32:05.833535Z,central,fibersqs-prod-central,api,fibersqs-prod-central-host30,INFO,TX-20251201093205-0000019,trfc3f34c658d9,sp18577669ec9e,CUST-49493268,update_billing,completed,,,,294.97,200,,,success
2025-12-01T09:52:36.003667Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host46,INFO,TX-20251201095235-0000020,tr4d88f98f6fbf,spe92627916922,CUST-91736014,diagnostic_ping,received,,,,,,,,request received
2025-12-01T09:52:36.279206Z,west,fibersqs-prod-west,api,fibersqs-prod-west-host46,INFO,TX-20251201095235-0000020,tr4d88f98f6fbf,spfa0bf77abedc,CUST-91736014,diagnostic_ping,queued,,,,,,,,queued for orchestrator
